FAC_STATE,FAC_COUNTY
KY,CLARK COUNTY
KY,CLAY
KY,CLAY COUNTY
KY,CLINTON
KY,CLINTON COUNTY
KY,CRITTENDEN
KY,CRITTENDEN COUNTY
KY,CUMBERLAND
KY,CUMBERLAND COUNTY
KY,DAVIESS
KY,DAVIESS COUNTY
KY,DUBOIS
KY,EDMONSON
KY,EDMONSON COUNTY
KY,ELLIOTT
KY,ELLIOTT COUNTY
KY,ESTILL
KY,FAYETTE
KY,FAYETTE COUNTY
KY,FLEMING
KY,FLEMING COUNTY
KY,FLOYD
KY,FRANKLIN
KY,FRANKLIN COUNTY
KY,FULTON
KY,FULTON COUNTY
KY,GALLATIN
KY,GARRARD
KY,GARRARD COUNTY
KY,GRANT
KY,GRAVES
KY,GRAVES COUNTY
KY,GRAYSON
KY,GRAYSON COUNTY
KY,GREEN
KY,GREEN COUNTY
KY,GREENUP
KY,GREENUP COUNTY
KY,HANCOCK
KY,HARDIN
KY,HARDIN COUNTY
KY,HARLAN
KY,HARRISON
KY,HARRISON COUNTY
KY,HART
KY,HART COUNTY
KY,HENDERSON
KY,HENDERSON COUNTY
KY,HENRY
KY,HENRY COUNTY
KY,HICKMAN
KY,HOPKINS
KY,HOPKINS COUNTY
KY,JACKSON
KY,JEFFERSON
KY,JEFFERSON COUNTY
KY,JESSAMINE
KY,JESSAMINE COUNTY
KY,JOHNSON
KY,KANAWHA
KY,KENTON
KY,KENTON COUNTY
KY,KNOTT
KY,KNOX
KY,KNOX COUNTY
KY,LARUE
KY,LAUREL
KY,LAUREL COUNTY
KY,LAWRENCE
KY,LAWRENCE COUNTY
KY,LEE
KY,LEE COUNTY
KY,LESLIE
KY,LESLIE COUNTY
KY,LETCHER
KY,LEWIS
KY,LINCOLN
KY,LIVINGSTON
KY,LOGAN
KY,LOGAN COUNTY
KY,LYON
KY,MADISON
KY,MADISON COUNTY
KY,MAGOFFIN
KY,MAGOFFIN COUNTY
KY,MAHONING COUNTY
KY,MARION
KY,MARION COUNTY
KY,MARSHALL
KY,MARSHALL COUNTY
KY,MARTIN
KY,MASON
KY,MC CRACKEN
KY,MC CREARY
KY,MCCRACKEN
KY,MCCRACKEN COUNTY
KY,MCCREARY
KY,MCCREARY COUNTY
KY,MCLEAN
KY,MEADE
KY,MENIFEE
KY,MERCER
KY,METCALFE
KY,METCALFE COUNTY
KY,MINGO
KY,MONROE
KY,MONROE COUNTY
KY,MONTGOMERY
KY,MONTGOMERY COUNTY
KY,MORGAN
KY,MUHLENBERG
KY,MUHLENBERG COUNTY
KY,NELSON
KY,NELSON COUNTY
KY,NICHOLAS
KY,OHIO
KY,OHIO COUNTY
KY,OLDHAM
KY,OLDHAM COUNTY
KY,OUT-OF-STATE
KY,OVERTON
KY,OWEN
KY,OWSLEY
KY,PENDLETON
KY,PERRY
KY,PERRY COUNTY
KY,PIKE
KY,PIKE COUNTY
KY,PORTABLE SOURCE
KY,POWELL
KY,POWELL COUNTY
KY,PULASKI
KY,PULASKI COUNTY
KY,RALEIGH
KY,ROBERTSON
KY,ROCKCASTLE
KY,ROWAN
KY,ROWAN COUNTY
KY,RUSSELL
KY,SCOTT
KY,SCOTT COUNTY
KY,SHELBY
KY,SHELBY COUNTY
KY,SIMPSON
KY,SIMPSON COUNTY
KY,SPENCER
KY,SUMNER
KY,TAYLOR
KY,TODD
KY,TRIGG
KY,TRIGG COUNTY
KY,TRIMBLE
KY,UNION
KY,UNION COUNTY
KY,WARREN
KY,WARREN COUNTY
KY,WARRICK
KY,WASHINGTON
KY,WAYNE
KY,WEBSTER
KY,WEBSTER COUNTY
KY,WHITLEY
KY,WHITLEY COUNTY
KY,WOLFE
KY,WOLFE COUNTY
KY,WOODFORD
KY,WOODFORD COUNTY
KY,WYOMING
LA,ACADIA
LA,ACADIA PARISH
LA,ALLEN 
LA,ALLEN PARISH
LA,ASCENSION
LA,ASCENSION PARISH
LA,ASSUMPTION
LA,ASSUMPTION PARISH
LA,AVOYELLES
LA,AVOYELLES PARISH
LA,BEAUREGARD
LA,BEAUREGARD PARISH
LA,BIENVILLE
LA,BIENVILLE PARISH
LA,BOSSIER
LA,BOSSIER PARISH
LA,CADDO
LA,CADDO PARISH
LA,CALCASIEU
LA,CALCASIEU PARISH
LA,CALDWELL
LA,CALDWELL PARISH
LA,CAMERON
LA,CAMERON PARISH
LA,CATAHOULA
LA,CATAHOULA PARISH
LA,CLAIBORNE
LA,CLAIBORNE PARISH
LA,CONCORDIA
LA,CONCORDIA PARISH
LA,DALLAS
LA,DE SOTO
LA,DE SOTO PARISH
LA,DEKALB
LA,DESOTO
LA,E. BATON ROUGE
LA,EAST BATON ROUGE
LA,EAST BATON ROUGE PARISH
LA,EAST CARROLL
LA,EAST CARROLL PARISH
LA,EAST FELICIANA
LA,EAST FELICIANA PARISH
LA,EVANGELINE
LA,EVANGELINE PARISH
LA,FORT BEND COUNTY
LA,FRANKLIN
LA,FRANKLIN PARISH
LA,GRANT
LA,GULF OF MEXICO
LA,HARRIS 
LA,HARRIS COUNTY
LA,IBERIA
LA,IBERIA PARISH
LA,IBERVILLE
LA,IBERVILLE PARISH
LA,JACKSON
LA,JACKSON PARISH
LA,JEFFERSON
LA,JEFFERSON DAVIS
LA,JEFFERSON DAVIS PARISH
LA,JEFFERSON PARISH
LA,LA SALLE
LA,LA SALLE PARISH
LA,LAFAYETTE
LA,LAFAYETTE PARISH
LA,LAFOURCHE
LA,LAFOURCHE PARISH
LA,LINCOLN
LA,LINCOLN PARISH
LA,LIVINGSTON
LA,LIVINGSTON PARISH
LA,MADISON
LA,MADISON PARISH
LA,MONTGOMERY COUNTY
LA,MOREHOUSE
LA,MOREHOUSE PARISH
LA,NATCHITOCHES
LA,NATCHITOCHES PARISH
LA,ORLEANS
LA,ORLEANS PARISH
LA,OUACHITA
LA,OUACHITA PARISH
LA,OUT-OF-STATE
LA,PLAQUEMINE
LA,PLAQUEMINES
LA,PLAQUEMINES PARISH
LA,POINTE COUPEE
LA,POINTE COUPEE PARISH
LA,PORTABLE SOURCE
LA,RAPIDES
LA,RAPIDES PARISH
LA,RED RIVER
LA,RED RIVER PARISH
LA,RICHLAND
LA,RICHLAND PARISH
LA,SABINE
LA,SABINE PARISH
LA,SAINT BERNARD
LA,SAINT CHARLES
LA,SAINT HELENA
LA,SAINT JAMES
LA,SAINT LANDRY
LA,SAINT MARTIN
LA,SAINT MARY
LA,SAINT TAMMANY
LA,ST BERNARD
LA,ST CHARLES
LA,ST HELENA
LA,ST JAMES
LA,ST JOHN THE BAPTIST
LA,ST JOHN THE BAPTIST PAR
LA,ST LANDRY
LA,ST MARTIN
LA,ST MARY
LA,ST TAMMANY
LA,ST. BERNARD
LA,ST. BERNARD PARISH
LA,ST. CHARLES
LA,ST. CHARLES PARISH
LA,ST. HELENA
LA,ST. HELENA PARISH
LA,ST. JAMES
LA,ST. JAMES PARISH
LA,ST. JOHN THE BAPTIST 
LA,ST. JOHN THE BAPTIST PARISH
LA,ST. LANDRY
LA,ST. LANDRY PARISH
LA,ST. MARTIN
LA,ST. MARTIN PARISH
LA,ST. MARY
LA,ST. MARY PARISH
LA,ST. TAMMANY
LA,ST. TAMMANY PARISH
LA,SULLIVAN
LA,TANGIPAHOA
LA,TANGIPAHOA PARISH
LA,TENSAS
LA,TERREBONNE
LA,TERREBONNE PARISH
LA,UNDETERMINED
LA,UNION
LA,UNION PARISH
LA,VERMILION
LA,VERMILION PARISH
LA,VERMILLION PARISH
LA,VERMILLON
LA,VERNON
LA,VERNON PARISH
LA,WASHINGTON
LA,WASHINGTON PARISH
LA,WEBSTER
LA,WEBSTER PARISH
LA,WEST BATON ROUGE
LA,WEST BATON ROUGE PARISH
LA,WEST CARROLL
LA,WEST CARROLL PARISH
LA,WEST FELICIANA
LA,WEST FELICIANA PARISH
LA,WINN
MA,BALTIMORE CITY
MA,BARNSTABLE
MA,BARNSTABLE COUNTY
MA,BERKSHIRE
MA,BERKSHIRE COUNTY
MA,BRISTOL
MA,BRISTOL COUNTY
MA,CENTRAL MASSACHUSETTS
MA,CHESHIRE
MA,DUKES
MA,DUKES COUNTY
MA,ESSEX
MA,ESSEX COUNTY
MA,FRANKLIN
MA,FRANKLIN COUNTY
MA,HAMPDEN
MA,HAMPDEN COUNTY
MA,HAMPSHIRE
MA,HAMPSHIRE COUNTY
MA,HUDSON
MA,MERRIMACK VALLEY
MA,METROPOLITAN BOSTON
MA,MIDDLESEX
MA,MIDDLESEX COUNTY
MA,MONTGOMERY
MA,NANTUCKET
MA,NANTUCKET COUNTY
MA,NORFOLK
MA,NORFOLK COUNTY
MA,PIONEER VALLEY
MA,PLYMOUTH
MA,PLYMOUTH COUNTY
MA,SE MASSACHESETTS
MA,SHELBY
MA,SUFFLOLK
MA,SUFFOLK
MA,SUFFOLK (& MIDDLESEX)
MA,SUFFOLK COUNTY
MA,WORCESTER
MA,WORCESTER COUNTY
MB,WASHINGTON
MD,ALEXANDRIA CITY
MD,ALLEGANY
MD,ALLEGANY COUNTY
MD,ANNE ARUNDEL
MD,ANNE ARUNDEL COUNTY
MD,BALTIMORE
MD,BALTIMORE (CITY)
MD,BALTIMORE CITY
MD,BALTIMORE COUNTY
MD,BALTIMORE(CITY)
MD,BEDFORD
MD,CALVERT
MD,CALVERT COUNTY
MD,CAROLINE
MD,CAROLINE COUNTY
MD,CARROLL
MD,CARROLL COUNTY
MD,CECIL
MD,CECIL COUNTY
MD,CHARLES
MD,CHARLES COUNTY
MD,DISTRICT OF COLUMBIA
MD,DORCHESTER
MD,DORCHESTER COUNTY
MD,FREDERICK
MD,FREDERICK COUNTY
MD,GARRETT
MD,GARRETT COUNTY
MD,HARFORD
MD,HARFORD COUNTY
MD,HOWARD
MD,HOWARD COUNTY
MD,KENT
MD,KENT COUNTY
MD,MONTGOMERY
MD,MONTGOMERY COUNTY
MD,NEW CASTLE COUNTY
MD,PHILADELPHIA
MD,PRINCE GEORGE S
MD,PRINCE GEORGE;S
MD,PRINCE GEORGE''S
MD,PRINCE GEORGE'S
MD,PRINCE GEORGE'S COUNTY
MD,PRINCE GEORGES
MD,QUEEN ANNE S
MD,QUEEN ANNE'S
MD,QUEEN ANNE'S COUNTY
MD,QUEEN ANNES
MD,SAINT MARY'S
MD,SAINT MARYS
MD,SCHENECTADY
MD,SOMERSET
MD,SOMERSET COUNTY
MD,SPOTSYLVANIA
MD,ST MARY'S
MD,ST MARYS
MD,ST. MARY S
MD,ST. MARY'S
MD,ST. MARY'S COUNTY
MD,ST. MARYS
MD,TALBOT
MD,TALBOT COUNTY
MD,TIOGA
MD,WASHINGTON
MD,WASHINGTON COUNTY
MD,WICOMICO
MD,WICOMICO COUNTY
MD,WOOD
MD,WORCESTER
MD,WORCESTER COUNTY
ME,ANDROSCOGGIN
ME,ANDROSCOGGIN COUNTY
ME,AROOSTOOK
ME,AROOSTOOK COUNTY
ME,BALTIMORE COUNTY
ME,CUMBERLAND
ME,CUMBERLAND COUNTY
ME,FRANKLIN
ME,FRANKLIN COUNTY
ME,HANCOCK
ME,HANCOCK COUNTY
ME,KENNEBEC
ME,KENNEBEC COUNTY
ME,KNOX
ME,KNOX COUNTY
ME,LINCOLN
ME,LINCOLN COUNTY
ME,OUT-OF-STATE
ME,OXFORD
ME,OXFORD COUNTY
ME,PENOBSCOT
ME,PENOBSCOT COUNTY
ME,PISCATAQUIS
ME,PISCATAQUIS COUNTY
ME,SAGADAHOC
ME,SAGADAHOC COUNTY
ME,SOMERSET
ME,SOMERSET COUNTY
ME,UNKNOWN
ME,WALDO
ME,WALDO COUNTY
ME,WASHINGTON
ME,WASHINGTON COUNTY
ME,YORK
ME,YORK COUNTY
MI,ALCONA
MI,ALCONA COUNTY
MI,ALGER
MI,ALLEGAN
MI,ALLEGAN COUNTY
MI,ALPENA
MI,ALPENA COUNTY
MI,ANOKA
MI,ANTRIM
MI,ANTRIM COUNTY
MI,ARENAC
MI,ARENAC COUNTY
MI,ASHLAND
MI,BARAGA
MI,BARAGA COUNTY
MI,BARRY
MI,BARRY COUNTY
MI,BAY
MI,BAY COUNTY
MI,BENTON
MI,BENZIE
MI,BENZIE COUNTY
MI,BERRIEN
MI,BERRIEN COUNTY
MI,BRANCH
MI,BRANCH COUNTY
MI,CALHOUN
MI,CALHOUN COUNTY
MI,CANADA
MI,CASS
MI,CASS COUNTY
MI,CHARLEVOIX
MI,CHARLEVOIX COUNTY
MI,CHEBOYGAN
MI,CHEBOYGAN COUNTY
MI,CHIPPEWA
MI,CHIPPEWA COUNTY
MI,CLARE
MI,CLARE COUNTY
MI,CLINTON
MI,CLINTON COUNTY
MI,CRAWFORD
MI,CRAWFORD COUNTY
MI,DELTA
MI,DELTA COUNTY
MI,DICKINSON
MI,DICKINSON COUNTY
MI,EATON
MI,EATON COUNTY
MI,EMMET
MI,EMMET COUNTY
MI,GENESEE
MI,GENESEE COUNTY
MI,GLADWIN
MI,GLADWIN COUNTY
MI,GOGEBIC
MI,GOGEBIC COUNTY
MI,GRAND TRAVERSE
MI,GRAND TRAVERSE COUNTY
MI,GRATIOT
MI,GRATIOT COUNTY
MI,HILLSDALE
MI,HILLSDALE COUNTY
MI,HOUGHTON
MI,HOUGHTON COUNTY
MI,HURON
MI,HURON COUNTY
MI,I125OAKLAND
MI,INGHAM
MI,INGHAM COUNTY
MI,IONIA
MI,IONIA COUNTY
MI,IOSCO
MI,IOSCO COUNTY
MI,IRON
MI,IRON COUNTY
MI,ISABELLA
MI,ISABELLA COUNTY
MI,JACKSON
MI,JACKSON COUNTY
MI,KALAMAZOO
MI,KALAMAZOO COUNTY
MI,KALKASKA
MI,KALKASKA COUNTY
MI,KENT
MI,KENT COUNTY
MI,KEWEENAW
MI,KEWEENAW COUNTY
MI,LAKE
MI,LAPEER
MI,LAPEER COUNTY
MI,LEELANAU
MI,LEELANAU COUNTY
MI,LENAWEE
MI,LENAWEE COUNTY
MI,LIVINGSTON
MI,LIVINGSTON COUNTY
MI,LUCE
MI,MACKINAC
MI,MACKINAC COUNTY
MI,MACOMB
MI,MACOMB COUNTY
MI,MANISTEE
MI,MANISTEE COUNTY
MI,MARQUETTE
MI,MARQUETTE COUNTY
MI,MASON
MI,MASON COUNTY
MI,MECOSTA
MI,MECOSTA COUNTY
MI,MENOMINEE
MI,MENOMINEE COUNTY
MI,MIDLAND
MI,MIDLAND COUNTY
MI,MILWAUKEE
MI,MISSAUKEE
MI,MISSAUKEE COUNTY
MI,MONROE
MI,MONROE COUNTY
MI,MONTCALM
MI,MONTCALM COUNTY
MI,MONTMORENCY
MI,MONTMORENCY COUNTY
MI,MUSKEGON
MI,MUSKEGON COUNTY
MI,NEWAYGO
MI,NEWAYGO COUNTY
MI,OAKLAND
MI,OAKLAND COUNTY
MI,OCEANA
MI,OCEANA COUNTY
MI,OGEMAW
MI,OGEMAW COUNTY
MI,ONTONAGON
MI,ONTONAGON COUNTY
MI,OSCEOLA
MI,OSCEOLA COUNTY
MI,OSCODA
MI,OSCODA COUNTY
MI,OTSEGO
MI,OTSEGO COUNTY
MI,OTTAWA
MI,OTTAWA COUNTY
MI,OUT-OF-STATE
MI,PENDLETON
MI,PLATTE
MI,PORTABLE SOURCE
MI,PRESQUE ISLE
MI,PRESQUE ISLE COUNTY
MI,ROSCOMMON
MI,ROSCOMMON COUNTY
MI,SAGINAW
MI,SAGINAW COUNTY
MI,SAINT CLAIR
MI,SAINT JOSEPH
MI,SANILAC
MI,SANILAC COUNTY
MI,SCHOOLCRAFT
MI,SCHOOLCRAFT COUNTY
MI,SHIAWASSEE
MI,SHIAWASSEE COUNTY
MI,ST CLAIR
MI,ST JOSEPH
MI,ST. CLAIR
MI,ST. CLAIR COUNTY
MI,ST. JOSEPH
MI,ST. JOSEPH COUNTY
MI,TUSCOLA
MI,TUSCOLA COUNTY
MI,VAN BUREN
MI,VAN BUREN COUNTY
MI,WASHTENAW
MI,WASHTENAW COUNTY
MI,WAYNE
MI,WAYNE COUNTY
MI,WEXFORD
MI,WEXFORD COUNTY
MI,YOLO COUNTY
MN,AITKIN
MN,AITKIN COUNTY
MN,ANOKA
MN,ANOKA COUNTY
MN,BECKER
MN,BECKER COUNTY
MN,BELTRAMI
MN,BELTRAMI COUNTY
MN,BENTON
MN,BENTON COUNTY
MN,BIG STONE
MN,BILLINGS 
MN,BLUE EARTH
MN,BLUE EARTH COUNTY
MN,BROWN
MN,BROWN COUNTY
MN,BURLEIGH 
MN,CARLTON
MN,CARLTON COUNTY
MN,CARVER
MN,CARVER COUNTY
MN,CASS
MN,CASS COUNTY
MN,CHIPPEWA
MN,CHIPPEWA COUNTY
MN,CHISAGO
MN,CHISAGO COUNTY
MN,CLAY
MN,CLAY COUNTY
MN,CLEARWATER
MN,CLEARWATER COUNTY
MN,COOK
MN,COTTONWOOD
MN,COTTONWOOD COUNTY
MN,CROW WING
MN,CROW WING COUNTY
MN,DAKOTA
MN,DAKOTA COUNTY
MN,DODGE
MN,DODGE COUNTY
MN,DOUGLAS
MN,DOUGLAS COUNTY
MN,FARIBAULT
MN,FARIBAULT COUNTY
MN,FILLMORE
MN,FILLMORE COUNTY
MN,FREEBORN
MN,FREEBORN COUNTY
MN,GOODHUE
MN,GOODHUE COUNTY
MN,GRANT
MN,GRANT COUNTY
MN,HARDY
MN,HENNEPIN
MN,HENNEPIN COUNTY
MN,HOUSTON
MN,HOUSTON COUNTY
MN,HUBBARD
MN,HUBBARD COUNTY
MN,ISANTI
MN,ISANTI COUNTY
MN,ITASCA
MN,ITASCA COUNTY
MN,JACKSON
MN,JACKSON COUNTY
MN,KANABEC
MN,KANABEC COUNTY
MN,KANDIYOHI
MN,KANDIYOHI COUNTY
MN,KITTSON
MN,KOOCHICHING
MN,KOOCHICHING COUNTY
MN,LA CROSSE 
MN,LAC QUI PARLE
MN,LAKE
MN,LAKE OF THE WOODS
MN,LANGLADE
MN,LE SUEUR
MN,LE SUEUR COUNTY
MN,LESUEUR
MN,LINCOLN
MN,LINCOLN COUNTY
MN,LYON
MN,LYON COUNTY
MN,MADISON
MN,MAHNOMEN
MN,MAHNOMEN COUNTY
MN,MARSHALL
MN,MARTIN
MN,MARTIN COUNTY
MN,MC LEOD
MN,MCLEOD
MN,MCLEOD COUNTY
MN,MEEKER
MN,MEEKER COUNTY
MN,MILLE LACS
MN,MILLE LACS COUNTY
MN,MORRISON
MN,MORRISON COUNTY
MN,MOWER
MN,MOWER COUNTY
MN,MURRAY
MN,MURRAY COUNTY
MN,NICOLETT
MN,NICOLLET
MN,NICOLLET COUNTY
MN,NOBLES
MN,NOBLES COUNTY
MN,NORMAN
MN,OLMSTED
MN,OLMSTED COUNTY
MN,OTTER TAIL
MN,OTTER TAIL COUNTY
MN,PENNINGTON
MN,PENNINGTON COUNTY
MN,PINE
MN,PINE COUNTY
MN,PIPESTONE
MN,PIPESTONE COUNTY
MN,POLK
MN,POLK COUNTY
MN,POPE
MN,PORTABLE SOURCE
MN,RAMSEY
MN,RAMSEY COUNTY
MN,RED LAKE
MN,RED LAKE COUNTY
MN,REDWOOD
MN,REDWOOD COUNTY
MN,RENVILLE
MN,RENVILLE COUNTY
MN,RICE
MN,RICE COUNTY
MN,ROCK
MN,ROCK COUNTY
MN,ROSEAU
MN,ROSEAU COUNTY
MN,SAINT LOUIS
MN,SCOTT
MN,SCOTT COUNTY
MN,SHERBURNE
MN,SHERBURNE COUNTY
MN,SIBLEY
MN,SIBLEY COUNTY
MN,ST LOUIS
MN,ST. LOUIS
MN,ST. LOUIS COUNTY
MN,STEARNS
MN,STEARNS COUNTY
MN,STEELE
MN,STEELE COUNTY
MN,STEVENS
MN,STEVENS COUNTY
MN,SWIFT
MN,SWIFT COUNTY
MN,TODD
MN,TRAVERSE
MN,UNKNOWN
MN,WABASHA
MN,WABASHA COUNTY
MN,WADENA
MN,WASECA
MN,WASECA COUNTY
MN,WASHINGTON
MN,WASHINGTON COUNTY
MN,WATONWAN
MN,WILKIN
MN,WINONA
MN,WINONA COUNTY
MN,WRIGHT
MN,WRIGHT COUNTY
MN,YELLOW MEDICINE
MO,ADAIR
MO,ADAIR COUNTY
MO,ANDREW
MO,ANDREW COUNTY
MO,ATCHISON
MO,ATCHISON COUNTY
MO,AUDRAIN
MO,AUDRAIN COUNTY
MO,BARRY
MO,BARRY COUNTY
MO,BARTON
MO,BARTON COUNTY
MO,BATES
MO,BATES COUNTY
MO,BENTON
MO,BENTON COUNTY
MO,BOLLINGER
MO,BOLLINGER COUNTY
MO,BOONE
MO,BOONE COUNTY
MO,BUCHANAN
MO,BUCHANAN COUNTY
MO,BUTLER
MO,BUTLER COUNTY
MO,CALDWELL
MO,CALDWELL COUNTY
MO,CALLAWAY
MO,CALLAWAY COUNTY
MO,CAMDEN
MO,CAMDEN COUNTY
MO,CAPE GIRARDEAU
MO,CAPE GIRARDEAU COUNTY
MO,CARROLL
MO,CARROLL COUNTY
MO,CARTER
MO,CASS
MO,CASS COUNTY
MO,CEDAR
MO,CEDAR COUNTY
MO,CHARITON
MO,CHARITON COUNTY
MO,CHEROKEE COUNTY
MO,CHRISTIAN
MO,CHRISTIAN COUNTY
MO,CLARK
MO,CLARK COUNTY
MO,CLAY
MO,CLAY COUNTY
MO,CLINTON
MO,CLINTON COUNTY
MO,COLE
MO,COLE COUNTY
MO,COOK
MO,COOPER
MO,COOPER COUNTY
MO,COPPER
MO,CRAWFORD
MO,CRAWFORD COUNTY
MO,DADE
MO,DADE COUNTY
MO,DALLAS
MO,DALLAS COUNTY
MO,DAVIESS
MO,DAVIESS COUNTY
MO,DE KALB
MO,DEKALB
MO,DEKALB COUNTY
MO,DENT
MO,DENT COUNTY
MO,DOUGLAS
MO,DOUGLAS COUNTY
MO,DUNKLIN
MO,DUNKLIN COUNTY
MO,FRANKLIN
MO,FRANKLIN COUNTY
MO,GASCONADE
MO,GASCONADE COUNTY
MO,GENTRY
MO,GENTRY COUNTY
MO,GREENE
MO,GREENE COUNTY
MO,GRUNDY
MO,GRUNDY COUNTY
MO,HARRISON
MO,HARRISON COUNTY
MO,HENRY
MO,HENRY COUNTY
MO,HICKORY
MO,HOLT
MO,HOLT COUNTY
MO,HOWARD
MO,HOWARD COUNTY
MO,HOWELL
MO,HOWELL COUNTY
MO,IRON
MO,IRON COUNTY
MO,JACKSON
MO,JACKSON COUNTY
MO,JASPER
MO,JASPER COUNTY
MO,JEFFERSON
MO,JEFFERSON COUNTY
MO,JOHNSON
MO,JOHNSON COUNTY
MO,KNOX
MO,KNOX COUNTY
MO,LACLEDE
MO,LACLEDE COUNTY
MO,LAFAYETTE
MO,LAFAYETTE COUNTY
MO,LAWRENCE
MO,LAWRENCE COUNTY
MO,LEWIS                              
MO,LEWIS COUNTY
MO,LINCOLN
MO,LINCOLN COUNTY
MO,LINN
MO,LINN COUNTY
MO,LIVINGSTON
MO,LIVINGSTON COUNTY
MO,MACON
MO,MACON COUNTY
MO,MADISON                            
MO,MADISON COUNTY
MO,MAHASKA
MO,MARIES
MO,MARIES COUNTY
MO,MARION
MO,MARION COUNTY
MO,MC DONALD
MO,MCDONALD
MO,MCDONALD COUNTY
MO,MERCER
MO,MERCER COUNTY
MO,MILLER
MO,MILLER COUNTY
MO,MISSISSIPPI
MO,MISSISSIPPI COUNTY
MO,MONITEAU
MO,MONITEAU COUNTY
MO,MONROE
MO,MONROE COUNTY
MO,MONTGOMERY
MO,MONTGOMERY COUNTY
MO,MORGAN
MO,MORGAN COUNTY
MO,NEW MADRID
MO,NEW MADRID COUNTY
MO,NEWTON
MO,NEWTON COUNTY
MO,NODAWAY
MO,NODAWAY COUNTY
MO,OREGON
MO,OREGON COUNTY
MO,OSAGE
MO,OSAGE COUNTY
MO,OZARK
MO,OZARK COUNTY
MO,PEMISCOT
MO,PEMISCOT COUNTY
MO,PERRY
MO,PERRY COUNTY
MO,PETTIS
MO,PETTIS COUNTY
MO,PHELPS
MO,PHELPS COUNTY
MO,PIKE
MO,PIKE COUNTY
MO,PLATTE
MO,PLATTE COUNTY
MO,POLK
MO,POLK COUNTY
MO,PORTABLE SOURCE
MO,PULASKI
MO,PULASKI COUNTY
MO,PUTNAM
MO,PUTNAM COUNTY
MO,RALLS
MO,RALLS COUNTY
MO,RANDOLPH
MO,RANDOLPH COUNTY
MO,RAY
MO,RAY COUNTY
MO,REYNOLDS
MO,REYNOLDS COUNTY
MO,RIPLEY                             
MO,RIPLEY COUNTY
MO,SAINT CHARLES
MO,SAINT CLAIR
MO,SAINT FRANCOIS
MO,SAINT LOUIS
MO,SAINT LOUIS CITY
MO,SAINTE GENEVIEVE
MO,SALINE
MO,SALINE COUNTY
MO,SCHUYLER
MO,SCHUYLER COUNTY
MO,SCOTLAND
MO,SCOTLAND COUNTY
MO,SCOTT
MO,SCOTT COUNTY
MO,SHANNON
MO,SHANNON COUNTY
MO,SHELBY
MO,SHELBY COUNTY
MO,ST CHARLES
MO,ST CLAIR
MO,ST FRANCOIS
MO,ST LOUIS
MO,ST LOUIS (CITY)
MO,ST LOUIS CITY
MO,ST. CHARLES
MO,ST. CHARLES COUNTY
MO,ST. CLAIR
MO,ST. CLAIR COUNTY
MO,ST. FRANCOIS
MO,ST. FRANCOIS COUNTY
MO,ST. LOUIS
MO,ST. LOUIS (CITY)
MO,ST. LOUIS CITY
MO,ST. LOUIS CO.                      
MO,ST. LOUIS COUNTY
MO,STE GENEVIEVE
MO,STE. GENEVIEVE
MO,STE. GENEVIEVE COUNTY
MO,STODDARD
MO,STODDARD COUNTY
MO,STONE
MO,STONE COUNTY
MO,SULLIVAN
MO,SULLIVAN COUNTY
MO,TANEY
MO,TANEY COUNTY
MO,TEXAS
MO,TEXAS COUNTY
MO,VERNON
MO,VERNON COUNTY
MO,WARREN
MO,WARREN COUNTY
MO,WASHINGTON
MO,WASHINGTON COUNTY
MO,WAYNE
MO,WAYNE COUNTY
MO,WEBSTER
MO,WEBSTER COUNTY
MO,WORTH
MO,WRIGHT
MO,WRIGHT COUNTY
MO,WYANDOTTE COUNTY
MP,NORTHERN ISLANDS
MP,NORTHERN MARIANA ISLANDS
MP,ROTA
MP,SAIPAN
MP,SEQUOYAH COUNTY
MP,TINIAN
MS,ADAMS
MS,ADAMS COUNTY
MS,ALCORN
MS,ALCORN COUNTY
MS,AMITE
MS,AMITE COUNTY
MS,ATTALA
MS,BENTON
MS,BOLIVAR
MS,CALHOUN
MS,CARROLL
MS,CHICKASAW
MS,CHOCTAW
MS,CLAIBORNE
MS,CLARKE
MS,CLARKE COUNTY
MS,CLAY
MS,COAHOMA
MS,COAHOMA COUNTY
MS,COPIAH
MS,COPIAH COUNTY
MS,COVINGTON
MS,DE SOTO
MS,DESOTO
MS,DESOTO COUNTY
MS,FORREST
MS,FORREST COUNTY
MS,FRANKLIN
MS,GEORGE
MS,GREENE
MS,GRENADA
MS,GRENADA COUNTY
MS,HANCOCK
MS,HANCOCK COUNTY
MS,HARRISON
MS,HARRISON COUNTY
MS,HINDS
MS,HINDS COUNTY
MS,HOLMES
MS,HOLMES COUNTY
MS,HUMPHREYS
MS,ISSAQUENA
MS,ITAWAMBA
MS,ITAWAMBA COUNTY
MS,JACKSON
MS,JACKSON COUNTY
MS,JASPER
MS,JASPER COUNTY
MS,JEFFERSON
MS,JEFFERSON DAVIS
MS,JEFFERSON DAVIS COUNTY
MS,JONES
MS,JONES COUNTY
MS,KEMPER
MS,KEMPER COUNTY
MS,LAFAYETTE
MS,LAMAR
MS,LAMAR COUNTY
MS,LAUDERDALE
MS,LAUDERDALE COUNTY
MS,LAWRENCE
MS,LEAKE
MS,LEE
MS,LEE COUNTY
MS,LEFLORE
MS,LEFLORE COUNTY
MS,LINCOLN
MS,LINCOLN COUNTY
MS,LOWNDES
MS,LOWNDES COUNTY
