,FAC_STATE,FAC_COUNTY,County
3503,MT,BIG HORN,BIG HORN
3504,MT,BIG HORN COUNTY,BIG HORN
3505,MT,BLAINE,BLAINE
3506,MT,BLAINE COUNTY,BLAINE
3507,MT,BONNER,BONNER
3508,MT,BONNEVILLE,BONNEVILLE
3509,MT,BROADWATER,BROADWATER
3510,MT,BROADWATER COUNTY,BROADWATER
3511,MT,CARBON,CARBON
3512,MT,CARBON COUNTY,CARBON
3513,MT,CARTER,CARTER
3514,MT,CASCADE,CASCADE
3515,MT,CASCADE COUNTY,CASCADE
3516,MT,CHOUTEAU,CHOUTEAU
3517,MT,CHOUTEAU COUNTY,CHOUTEAU
3518,MT,CUSTER,CUSTER
3519,MT,CUSTER COUNTY,CUSTER
3520,MT,DANIELS,DANIELS
3521,MT,DANIELS COUNTY,DANIELS
3522,MT,DAWSON,DAWSON
3523,MT,DAWSON COUNTY,DAWSON
3524,MT,DEER LODGE,DEER LODGE
3525,MT,FALLON,FALLON
3526,MT,FERGUS,FERGUS
3527,MT,FERGUS COUNTY,FERGUS
3528,MT,FLATHEAD,FLATHEAD
3529,MT,FLATHEAD COUNTY,FLATHEAD
3530,MT,GALLATIN,GALLATIN
3531,MT,GALLATIN COUNTY,GALLATIN
3532,MT,GARFIELD,GARFIELD
3533,MT,GLACIER,GLACIER
3534,MT,GLACIER COUNTY,GLACIER
3535,MT,GOLDEN VALLEY,GOLDEN VALLEY
3536,MT,GRANITE,GRANITE
3537,MT,HILL,HILL
3538,MT,HILL COUNTY,HILL
3539,MT,IDAHO,IDAHO
3540,MT,JEFFERSON,JEFFERSON
3541,MT,JUDITH BASIN,JUDITH BASIN
3542,MT,LAKE,LAKE
3543,MT,LAKE COUNTY,LAKE
3544,MT,LEWIS AND CLARK,LEWIS AND CLARK
3545,MT,LEWIS AND CLARK COUNTY,LEWIS AND CLARK
3546,MT,LIBERTY,LIBERTY
3547,MT,LINCOLN,LINCOLN
3548,MT,LINCOLN COUNTY,LINCOLN
3549,MT,MADISON,MADISON
3550,MT,MC CONE,MC CONE
3551,MT,MCCONE,MCCONE
3552,MT,MCKENZIE COUNTY,MCKENZIE
3553,MT,MEAGHER,MEAGHER
3554,MT,MINERAL,MINERAL
3555,MT,MINERAL COUNTY,MINERAL
3556,MT,MISSOULA,MISSOULA
3557,MT,MISSOULA COUNTY,MISSOULA
3558,MT,MUSSELSHELL,MUSSELSHELL
3559,MT,PARK,PARK
3560,MT,PETROLEUM,PETROLEUM
3561,MT,PHILLIPS,PHILLIPS
3562,MT,PONDERA,PONDERA
3563,MT,PORTABLE SOURCE,PORTABLE SOURCE
3564,MT,POWDER RIVER,POWDER RIVER
3565,MT,POWELL,POWELL
3566,MT,PRAIRIE,PRAIRIE
3567,MT,RAVALLI,RAVALLI
3568,MT,RAVALLI COUNTY,RAVALLI
3569,MT,RICHLAND,RICHLAND
3570,MT,RICHLAND COUNTY,RICHLAND
3571,MT,ROOSEVELT,ROOSEVELT
3572,MT,ROOSEVELT COUNTY,ROOSEVELT
3573,MT,ROSEBUD,ROSEBUD
3574,MT,ROSEBUD COUNTY,ROSEBUD
3575,MT,SANDERS,SANDERS
3576,MT,SANDERS COUNTY,SANDERS
3577,MT,SHERIDAN,SHERIDAN
3578,MT,SILVER BOW,SILVER BOW
3579,MT,SILVER BOW COUNTY,SILVER BOW
3580,MT,SILVERBOW,SILVERBOW
3581,MT,STARK,STARK
3582,MT,STILLWATER,STILLWATER
3583,MT,SWEET GRASS,SWEET GRASS
3584,MT,TETON,TETON
3585,MT,TOOLE,TOOLE
3586,MT,TOOLE COUNTY,TOOLE
3587,MT,TREASURE,TREASURE
3588,MT,UNK,UNK
3589,MT,VALLEY,VALLEY
3590,MT,VALLEY COUNTY,VALLEY
3591,MT,WHEATLAND,WHEATLAND
3592,MT,WIBAUX,WIBAUX
3593,MT,YELLOWSTONE,YELLOWSTONE
3594,MT,YELLOWSTONE COUNTY,YELLOWSTONE
3595,NC,ALAMANCE,ALAMANCE
3596,NC,ALAMANCE COUNTY,ALAMANCE
3597,NC,ALEXANDER,ALEXANDER
3598,NC,ALEXANDER COUNTY,ALEXANDER
3599,NC,ALLEGHANY,ALLEGHANY
3600,NC,ANSON,ANSON
3601,NC,ANSON COUNTY,ANSON
3602,NC,ASHE,ASHE
3603,NC,ASHE COUNTY,ASHE
3604,NC,AVERY,AVERY
3605,NC,AVERY COUNTY,AVERY
3606,NC,BEAUFORT,BEAUFORT
3607,NC,BEAUFORT COUNTY,BEAUFORT
3608,NC,BERTIE,BERTIE
3609,NC,BERTIE COUNTY,BERTIE
3610,NC,BLADEN,BLADEN
3611,NC,BLADEN COUNTY,BLADEN
3612,NC,BRUNSWICK,BRUNSWICK
3613,NC,BRUNSWICK COUNTY,BRUNSWICK
3614,NC,BUNCOMBE,BUNCOMBE
3615,NC,BUNCOMBE COUNTY,BUNCOMBE
3616,NC,BURKE,BURKE
3617,NC,BURKE COUNTY,BURKE
3618,NC,BUTLER,BUTLER
3619,NC,CABARRUS,CABARRUS
3620,NC,CABARRUS COUNTY,CABARRUS
3621,NC,CALDWELL,CALDWELL
3622,NC,CALDWELL COUNTY,CALDWELL
3623,NC,CAMDEN,CAMDEN
3624,NC,CAMDEN COUNTY,CAMDEN
3625,NC,CARTERET,CARTERET
3626,NC,CARTERET COUNTY,CARTERET
3627,NC,CASWELL,CASWELL
3628,NC,CASWELL COUNTY,CASWELL
3629,NC,CATAWBA,CATAWBA
3630,NC,CATAWBA COUNTY,CATAWBA
3631,NC,CHATHAM,CHATHAM
3632,NC,CHATHAM COUNTY,CHATHAM
3633,NC,CHEROKEE,CHEROKEE
3634,NC,CHEROKEE COUNTY,CHEROKEE
3635,NC,CHOWAN,CHOWAN
3636,NC,CHOWAN COUNTY,CHOWAN
3637,NC,CLAY,CLAY
3638,NC,CLEVELAND,CLEVELAND
3639,NC,CLEVELAND COUNTY,CLEVELAND
3640,NC,COLUMBUS,COLUMBUS
3641,NC,COLUMBUS COUNTY,COLUMBUS
3642,NC,CRAVEN,CRAVEN
3643,NC,CRAVEN COUNTY,CRAVEN
3644,NC,CUMBERLAND,CUMBERLAND
3645,NC,CUMBERLAND COUNTY,CUMBERLAND
3646,NC,CURRITUCK,CURRITUCK
3647,NC,CURRITUCK COUNTY,CURRITUCK
3648,NC,DARE,DARE
3649,NC,DAVIDSON,DAVIDSON
3650,NC,DAVIDSON COUNTY,DAVIDSON
3651,NC,DAVIE,DAVIE
3652,NC,DAVIE COUNTY,DAVIE
3653,NC,DILLON,DILLON
3654,NC,DORCHESTER,DORCHESTER
3655,NC,DUPLIN,DUPLIN
3656,NC,DUPLIN COUNTY,DUPLIN
3657,NC,DURHAM,DURHAM
3658,NC,DURHAM COUNTY,DURHAM
3659,NC,EDGECOMBE,EDGECOMBE
3660,NC,EDGECOMBE COUNTY,EDGECOMBE
3661,NC,FORSYTH,FORSYTH
3662,NC,FORSYTH COUNTY,FORSYTH
3663,NC,FRANKLIN,FRANKLIN
3664,NC,FRANKLIN COUNTY,FRANKLIN
3665,NC,GASTON,GASTON
3666,NC,GASTON COUNTY,GASTON
3667,NC,GATES,GATES
3668,NC,GRAHAM,GRAHAM
3669,NC,GRAHAM COUNTY,GRAHAM
3670,NC,GRANVILLE,GRANVILLE
3671,NC,GRANVILLE COUNTY,GRANVILLE
3672,NC,GREENE,GREENE
3673,NC,GUILFORD,GUILFORD
3674,NC,GUILFORD COUNTY,GUILFORD
3675,NC,GUILLFORD,GUILLFORD
3676,NC,HALIFAX,HALIFAX
3677,NC,HALIFAX COUNTY,HALIFAX
3678,NC,HARNETT,HARNETT
3679,NC,HARNETT COUNTY,HARNETT
3680,NC,HAYWOOD,HAYWOOD
3681,NC,HAYWOOD COUNTY,HAYWOOD
3682,NC,HENDERSON,HENDERSON
3683,NC,HENDERSON COUNTY,HENDERSON
3684,NC,HERTFORD,HERTFORD
3685,NC,HERTFORD COUNTY,HERTFORD
3686,NC,HOKE,HOKE
3687,NC,HYDE,HYDE
3688,NC,HYDE COUNTY,HYDE
3689,NC,IREDELL,IREDELL
3690,NC,IREDELL COUNTY,IREDELL
3691,NC,JACKSON,JACKSON
3692,NC,JACKSON COUNTY,JACKSON
3693,NC,JOHNSON,JOHNSON
3694,NC,JOHNSTON,JOHNSTON
3695,NC,JOHNSTON COUNTY,JOHNSTON
3696,NC,JONES,JONES
3697,NC,JONES COUNTY,JONES
3698,NC,LAKE,LAKE
3699,NC,LEE,LEE
3700,NC,LEE COUNTY,LEE
3701,NC,LENIOR,LENIOR
3702,NC,LENOIR,LENOIR
3703,NC,LENOIR COUNTY,LENOIR
3704,NC,LINCOLN,LINCOLN
3705,NC,LINCOLN COUNTY,LINCOLN
3706,NC,MACON,MACON
3707,NC,MACON COUNTY,MACON
3708,NC,MADISON,MADISON
3709,NC,MARTIN,MARTIN
3710,NC,MARTIN COUNTY,MARTIN
3711,NC,MC DOWELL,MC DOWELL
3712,NC,MCDOWELL,MCDOWELL
3713,NC,MCDOWELL COUNTY,MCDOWELL
3714,NC,MECKLENBURG,MECKLENBURG
3715,NC,MECKLENBURG COUNTY,MECKLENBURG
3716,NC,MITCHELL ,MITCHELL
3717,NC,MITCHELL COUNTY,MITCHELL
3718,NC,MONTGOMERY,MONTGOMERY
3719,NC,MONTGOMERY COUNTY,MONTGOMERY
3720,NC,MOORE,MOORE
3721,NC,MOORE COUNTY,MOORE
3722,NC,NASH,NASH
3723,NC,NASH COUNTY,NASH
3724,NC,NEW HANOVER,NEW HANOVER
3725,NC,NEW HANOVER COUNTY,NEW HANOVER
3726,NC,NORTHAMPTON,NORTHAMPTON
3727,NC,NORTHAMPTON COUNTY,NORTHAMPTON
3728,NC,ONSLOW,ONSLOW
3729,NC,ONSLOW COUNTY,ONSLOW
3730,NC,ORANGE,ORANGE
3731,NC,ORANGE COUNTY,ORANGE
3732,NC,OUT-OF-STATE,OUT-OF-STATE
3733,NC,PAMLICO,PAMLICO
3734,NC,PAMLICO COUNTY,PAMLICO
3735,NC,PASQUOTANK,PASQUOTANK
3736,NC,PASQUOTANK COUNTY,PASQUOTANK
3737,NC,PENDER,PENDER
3738,NC,PENDER COUNTY,PENDER
3739,NC,PERQUIMANS,PERQUIMANS
3740,NC,PERQUIMANS COUNTY,PERQUIMANS
3741,NC,PERSON,PERSON
3742,NC,PERSON COUNTY,PERSON
3743,NC,PITT,PITT
3744,NC,PITT COUNTY,PITT
3745,NC,POLK,POLK
3746,NC,POLK COUNTY,POLK
3747,NC,PORTABLE SOURCE,PORTABLE SOURCE
3748,NC,RANDOLPH,RANDOLPH
3749,NC,RANDOLPH COUNTY,RANDOLPH
3750,NC,RICHMOND,RICHMOND
3751,NC,RICHMOND COUNTY,RICHMOND
3752,NC,ROBESON,ROBESON
3753,NC,ROBESON COUNTY,ROBESON
3754,NC,ROCKINGHAM,ROCKINGHAM
3755,NC,ROCKINGHAM COUNTY,ROCKINGHAM
3756,NC,ROWAN,ROWAN
3757,NC,ROWAN COUNTY,ROWAN
3758,NC,RUTHERFORD,RUTHERFORD
3759,NC,RUTHERFORD COUNTY,RUTHERFORD
3760,NC,SAMPSON,SAMPSON
3761,NC,SAMPSON COUNTY,SAMPSON
3762,NC,SCOTLAND,SCOTLAND
3763,NC,SCOTLAND COUNTY,SCOTLAND
3764,NC,STANLY,STANLY
3765,NC,STANLY COUNTY,STANLY
3766,NC,STOKES,STOKES
3767,NC,STOKES COUNTY,STOKES
3768,NC,SURRY,SURRY
3769,NC,SURRY COUNTY,SURRY
3770,NC,SUSSEX COUNTY,SUSSEX
3771,NC,SWAIN,SWAIN
3772,NC,TRANSYLVANIA,TRANSYLVANIA
3773,NC,TRANSYLVANIA COUNTY,TRANSYLVANIA
3774,NC,TYRRELL,TYRRELL
3775,NC,UNION,UNION
3776,NC,UNION COUNTY,UNION
3777,NC,USA,USA
3778,NC,VANCE,VANCE
3779,NC,VANCE COUNTY,VANCE
3780,NC,WAKE,WAKE
3781,NC,WAKE COUNTY,WAKE
3782,NC,WARREN,WARREN
3783,NC,WASHINGTON,WASHINGTON
3784,NC,WASHINGTON COUNTY,WASHINGTON
3785,NC,WATAUGA,WATAUGA
3786,NC,WATAUGA COUNTY,WATAUGA
3787,NC,WAYNE,WAYNE
3788,NC,WAYNE COUNTY,WAYNE
3789,NC,WILKES,WILKES
3790,NC,WILKES COUNTY,WILKES
3791,NC,WILSON,WILSON
3792,NC,WILSON COUNTY,WILSON
3793,NC,YADKIN,YADKIN
3794,NC,YADKIN COUNTY,YADKIN
3795,NC,YANCEY,YANCEY
3796,NC,YANCEY COUNTY,YANCEY
3797,ND,ADAMS,ADAMS
3798,ND,ADAMS COUNTY,ADAMS
3799,ND,ANOKA COUNTY,ANOKA
3800,ND,BARNES,BARNES
3801,ND,BARNES COUNTY,BARNES
3802,ND,BECKER,BECKER
3803,ND,BELTRAMI,BELTRAMI
3804,ND,BENSON,BENSON
3805,ND,BENSON COUNTY,BENSON
3806,ND,BENTON,BENTON
3807,ND,BENTON COUNTY,BENTON
3808,ND,BEXAR,BEXAR
3809,ND,BIG STONE,BIG STONE
3810,ND,BILLINGS,BILLINGS
3811,ND,BILLINGS COUNTY,BILLINGS
3812,ND,BOTTINEAU,BOTTINEAU
3813,ND,BOTTINEAU COUNTY,BOTTINEAU
3814,ND,BOWMAN,BOWMAN
3815,ND,BURKE,BURKE
3816,ND,BURKE COUNTY,BURKE
3817,ND,BURLEIGH,BURLEIGH
3818,ND,BURLEIGH COUNTY,BURLEIGH
3819,ND,CASS,CASS
3820,ND,CASS COUNTY,CASS
3821,ND,CAVALIER,CAVALIER
3822,ND,CAVALIER COUNTY,CAVALIER
3823,ND,DAKOTA,DAKOTA
3824,ND,DALLAS COUNTY,DALLAS
3825,ND,DENVER COUNTY,DENVER
3826,ND,DEUEL ,DEUEL
3827,ND,DICKEY,DICKEY
3828,ND,DICKEY COUNTY,DICKEY
3829,ND,DIVIDE,DIVIDE
3830,ND,DIVIDE COUNTY,DIVIDE
3831,ND,DOUGLAS,DOUGLAS
3832,ND,DOUGLAS COUNTY,DOUGLAS
3833,ND,DUNN,DUNN
3834,ND,DUNN COUNTY,DUNN
3835,ND,EDDY,EDDY
3836,ND,EDMUNDS ,EDMUNDS
3837,ND,ELMORE COUNTY,ELMORE
3838,ND,EMMONS,EMMONS
3839,ND,EMMONS COUNTY,EMMONS
3840,ND,FALLON COUNTY,FALLON
3841,ND,FOSTER,FOSTER
3842,ND,FOSTER COUNTY,FOSTER
3843,ND,GOLDEN VALLEY,GOLDEN VALLEY
3844,ND,GOLDEN VALLEY COUNTY,GOLDEN VALLEY
3845,ND,GRAND FORKS,GRAND FORKS
3846,ND,GRAND FORKS COUNTY,GRAND FORKS
3847,ND,GRANT,GRANT
3848,ND,GRANT COUNTY,GRANT
3849,ND,GRIGGS,GRIGGS
3850,ND,HARRIS,HARRIS
3851,ND,HARRIS COUNTY,HARRIS
3852,ND,HENNEPIN,HENNEPIN
3853,ND,HENNEPIN COUNTY,HENNEPIN
3854,ND,HETTINGER,HETTINGER
3855,ND,KANDIYOHI,KANDIYOHI
3856,ND,KENT COUNTY,KENT
3857,ND,KIDDER,KIDDER
3858,ND,LA MOURE,LA MOURE
3859,ND,LAMOURE,LAMOURE
3860,ND,LAMOURE COUNTY,LAMOURE
3861,ND,LOGAN,LOGAN
3862,ND,MACON COUNTY,MACON
3863,ND,MASON COUNTY,MASON
3864,ND,MC KENZIE,MC KENZIE
3865,ND,MC LEAN,MC LEAN
3866,ND,MCHENRY,MCHENRY
3867,ND,MCHENRY COUNTY,MCHENRY
3868,ND,MCINTOSH,MCINTOSH
3869,ND,MCINTOSH COUNTY,MCINTOSH
3870,ND,MCKENZIE,MCKENZIE
3871,ND,MCKENZIE COUNTY,MCKENZIE
3872,ND,MCLEAN,MCLEAN
3873,ND,MCLEAN COUNTY,MCLEAN
3874,ND,MERCER,MERCER
3875,ND,MERCER COUNTY,MERCER
3876,ND,MINNEHAHA,MINNEHAHA
3877,ND,MISSOULA,MISSOULA
3878,ND,MORTON,MORTON
3879,ND,MORTON COUNTY,MORTON
3880,ND,MOUNTRAIL,MOUNTRAIL
3881,ND,MOUNTRAIL COUNTY,MOUNTRAIL
3882,ND,MUSSELSHELL,MUSSELSHELL
3883,ND,NATRONA COUNTY,NATRONA
3884,ND,NELSON,NELSON
3885,ND,OKLAHOMA COUNTY,OKLAHOMA
3886,ND,OLIVER,OLIVER
3887,ND,OSAGE,OSAGE
3888,ND,OTTER TAIL,OTTER TAIL
3889,ND,OUT-OF-STATE,OUT-OF-STATE
3890,ND,PEMBINA,PEMBINA
3891,ND,PEMBINA COUNTY,PEMBINA
3892,ND,PERKINS,PERKINS
3893,ND,PERKINS COUNTY,PERKINS
3894,ND,PIERCE,PIERCE
3895,ND,PIERCE COUNTY,PIERCE
3896,ND,POLK COUNTY,POLK
3897,ND,PORTABLE SOURCE,PORTABLE SOURCE
3898,ND,RAMSEY,RAMSEY
3899,ND,RAMSEY COUNTY,RAMSEY
3900,ND,RANSOM,RANSOM
3901,ND,RENVILLE,RENVILLE
3902,ND,RICHLAND,RICHLAND
3903,ND,RICHLAND COUNTY,RICHLAND
3904,ND,ROLETTE,ROLETTE
3905,ND,ROLETTE COUNTY,ROLETTE
3906,ND,SAINT LOUIS,SAINT LOUIS
3907,ND,SARGENT,SARGENT
3908,ND,SEDGWICK COUNTY,SEDGWICK
3909,ND,SHERIDAN,SHERIDAN
3910,ND,SHERIDAN COUNTY,SHERIDAN
3911,ND,SIOUX,SIOUX
3912,ND,SIOUX COUNTY,SIOUX
3913,ND,SLOPE,SLOPE
3914,ND,ST. LOUIS COUNTY,ST. LOUIS
3915,ND,STARK,STARK
3916,ND,STARK COUNTY,STARK
3917,ND,STEARNS COUNTY,STEARNS
3918,ND,STEELE,STEELE
3919,ND,STUTSMAN,STUTSMAN
3920,ND,STUTSMAN COUNTY,STUTSMAN
3921,ND,TARRANT COUNTY,TARRANT
3922,ND,TOWNER,TOWNER
3923,ND,TOWNER COUNTY,TOWNER
3924,ND,TRAILL,TRAILL
3925,ND,TRAILL COUNTY,TRAILL
3926,ND,TRANSYLVANIA,TRANSYLVANIA
3927,ND,UNK,UNK
3928,ND,WALSH,WALSH
3929,ND,WALSH COUNTY,WALSH
3930,ND,WARD,WARD
3931,ND,WARD COUNTY,WARD
3932,ND,WELLS,WELLS
3933,ND,WELLS COUNTY,WELLS
3934,ND,WILLIAMS,WILLIAMS
3935,ND,WILLIAMS COUNTY,WILLIAMS
3936,ND,YELLOWSTONE,YELLOWSTONE
3937,NE,ADAMS,ADAMS
3938,NE,ADAMS COUNTY,ADAMS
3939,NE,ANTELOPE,ANTELOPE
3940,NE,ARTHUR,ARTHUR
3941,NE,BANNER,BANNER
3942,NE,BLAINE,BLAINE
3943,NE,BOONE,BOONE
3944,NE,BOONE COUNTY,BOONE
3945,NE,BOX BUTTE,BOX BUTTE
3946,NE,BOX BUTTE COUNTY,BOX BUTTE
3947,NE,BOYD,BOYD
3948,NE,BOYD COUNTY,BOYD
3949,NE,BROWN,BROWN
3950,NE,BUFFALO,BUFFALO
3951,NE,BUFFALO COUNTY,BUFFALO
3952,NE,BURT,BURT
3953,NE,BURT COUNTY,BURT
3954,NE,BUTLER,BUTLER
3955,NE,CASS,CASS
3956,NE,CASS COUNTY,CASS
3957,NE,CEDAR,CEDAR
3958,NE,CHASE,CHASE
3959,NE,CHERRY,CHERRY
3960,NE,CHEYENNE,CHEYENNE
3961,NE,CHEYENNE COUNTY,CHEYENNE
3962,NE,CLARK COUNTY,CLARK
3963,NE,CLAY,CLAY
3964,NE,CLAY COUNTY,CLAY
3965,NE,COLFAX,COLFAX
3966,NE,COLFAX COUNTY,COLFAX
3967,NE,CUMING,CUMING
3968,NE,CUMING COUNTY,CUMING
3969,NE,CUSTER,CUSTER
3970,NE,CUSTER COUNTY,CUSTER
3971,NE,DAKOTA,DAKOTA
3972,NE,DAKOTA COUNTY,DAKOTA
3973,NE,DAWES,DAWES
3974,NE,DAWES COUNTY,DAWES
3975,NE,DAWS ON,DAWS ON
3976,NE,DAWSON,DAWSON
3977,NE,DAWSON COUNTY,DAWSON
3978,NE,DEUEL,DEUEL
3979,NE,DEUEL COUNTY,DEUEL
3980,NE,DIXON,DIXON
3981,NE,DIXON COUNTY,DIXON
3982,NE,DODGE,DODGE
3983,NE,DODGE COUNTY,DODGE
3984,NE,DOUGLAS,DOUGLAS
3985,NE,DOUGLAS COUNTY,DOUGLAS
3986,NE,DUNDY,DUNDY
3987,NE,DUNDY COUNTY,DUNDY
3988,NE,FILLMORE,FILLMORE
3989,NE,FILLMORE COUNTY,FILLMORE
3990,NE,FRANKLIN,FRANKLIN
3991,NE,FRANKLIN COUNTY,FRANKLIN
3992,NE,FRONTIER,FRONTIER
3993,NE,FRONTIER COUNTY,FRONTIER
3994,NE,FURNAS,FURNAS
3995,NE,FURNAS COUNTY,FURNAS
3996,NE,GAGE,GAGE
3997,NE,GAGE COUNTY,GAGE
3998,NE,GARDEN,GARDEN
3999,NE,GARFIELD,GARFIELD
4000,NE,GOSPER,GOSPER
4001,NE,GRANT,GRANT
4002,NE,GREELEY,GREELEY
4003,NE,HALL,HALL
4004,NE,HALL COUNTY,HALL
4005,NE,HAMILTON,HAMILTON
4006,NE,HAMILTON COUNTY,HAMILTON
4007,NE,HARLAN,HARLAN
4008,NE,HAYES,HAYES
4009,NE,HITCHCOCK,HITCHCOCK
4010,NE,HITCHCOCK COUNTY,HITCHCOCK
4011,NE,HOLT,HOLT
4012,NE,HOLT COUNTY,HOLT
4013,NE,HOOKER,HOOKER
4014,NE,HOWARD,HOWARD
4015,NE,INGHAM,INGHAM
4016,NE,JEFFERSON,JEFFERSON
4017,NE,JEFFERSON COUNTY,JEFFERSON
4018,NE,JOHNSON,JOHNSON
4019,NE,JOHNSON COUNTY,JOHNSON
4020,NE,KEARNEY,KEARNEY
4021,NE,KEITH,KEITH
4022,NE,KEITH COUNTY,KEITH
4023,NE,KEYA PAHA,KEYA PAHA
4024,NE,KEYA PAHA COUNTY,KEYA PAHA
4025,NE,KIMBALL,KIMBALL
4026,NE,KIMBALL COUNTY,KIMBALL
4027,NE,KNOX,KNOX
4028,NE,KNOX COUNTY,KNOX
4029,NE,LANCASTER,LANCASTER
4030,NE,LANCASTER COUNTY,LANCASTER
4031,NE,LINCOLN,LINCOLN
4032,NE,LINCOLN COUNTY,LINCOLN
4033,NE,LOGAN,LOGAN
4034,NE,LOUP,LOUP
4035,NE,MADISON,MADISON
4036,NE,MADISON COUNTY,MADISON
4037,NE,MARICOPA ,MARICOPA
4038,NE,MC PHERSON,MC PHERSON
4039,NE,MCPHERSON,MCPHERSON
4040,NE,MERRICK,MERRICK
4041,NE,MERRICK COUNTY,MERRICK
4042,NE,MORRILL,MORRILL
4043,NE,NANCE,NANCE
4044,NE,NEMAHA,NEMAHA
4045,NE,NEMAHA COUNTY,NEMAHA
4046,NE,NUCKOLLS,NUCKOLLS
4047,NE,NUCKOLLS COUNTY,NUCKOLLS
4048,NE,OTOE,OTOE
4049,NE,OTOE COUNTY,OTOE
4050,NE,PAWNEE,PAWNEE
4051,NE,PERKINS,PERKINS
4052,NE,PHELPS,PHELPS
4053,NE,PHELPS COUNTY,PHELPS
4054,NE,PIERCE,PIERCE
4055,NE,PIERCE COUNTY,PIERCE
4056,NE,PLATTE,PLATTE
4057,NE,PLATTE COUNTY,PLATTE
4058,NE,POLK,POLK
4059,NE,PORTABLE SOURCE,PORTABLE SOURCE
4060,NE,RED WILLOW,RED WILLOW
4061,NE,RED WILLOW COUNTY,RED WILLOW
4062,NE,RICHARDSON,RICHARDSON
4063,NE,RICHARDSON COUNTY,RICHARDSON
4064,NE,ROCK,ROCK
4065,NE,SALINE,SALINE
4066,NE,SALINE COUNTY,SALINE
4067,NE,SARPY,SARPY
4068,NE,SARPY COUNTY,SARPY
4069,NE,SAUNDERS,SAUNDERS
4070,NE,SAUNDERS COUNTY,SAUNDERS
4071,NE,SCOTTS BLUFF,SCOTTS BLUFF
4072,NE,SCOTTS BLUFF COUNTY,SCOTTS BLUFF
4073,NE,SCOTTSBLUFF,SCOTTSBLUFF
4074,NE,SEWARD,SEWARD
4075,NE,SEWARD COUNTY,SEWARD
4076,NE,SHERIDAN,SHERIDAN
4077,NE,SHERMAN,SHERMAN
4078,NE,SIOUX,SIOUX
4079,NE,SIOUX COUNTY,SIOUX
4080,NE,STANTON,STANTON
4081,NE,STANTON COUNTY,STANTON
4082,NE,THAYER,THAYER
4083,NE,THAYER COUNTY,THAYER
4084,NE,THOMAS,THOMAS
4085,NE,THURSTON,THURSTON
4086,NE,THURSTON COUNTY,THURSTON
4087,NE,TROUP,TROUP
4088,NE,VALLEY,VALLEY
4089,NE,WASHINGTON,WASHINGTON
4090,NE,WASHINGTON COUNTY,WASHINGTON
4091,NE,WAYNE,WAYNE
4092,NE,WAYNE COUNTY,WAYNE
4093,NE,WEBSTER,WEBSTER
4094,NE,WHEELER,WHEELER
4095,NE,WIBAUX ,WIBAUX
4096,NE,WICHITA,WICHITA
4097,NE,YORK,YORK
4098,NE,YORK COUNTY,YORK
4099,NH,BELKNAP,BELKNAP
4100,NH,BELKNAP COUNTY,BELKNAP
4101,NH,CARROLL,CARROLL
4102,NH,CARROLL COUNTY,CARROLL
4103,NH,CHESHIRE,CHESHIRE
4104,NH,CHESHIRE COUNTY,CHESHIRE
4105,NH,COOS,COOS
4106,NH,COOS COUNTY,COOS
4107,NH,FRANKLIN,FRANKLIN
4108,NH,GRAFTON,GRAFTON
4109,NH,GRAFTON COUNTY,GRAFTON
4110,NH,HILLS,HILLS
4111,NH,HILLSBOROUGH,HILLSBOROUGH
4112,NH,HILLSBOROUGH COUNTY,HILLSBOROUGH
4113,NH,MERRIMACK,MERRIMACK
4114,NH,MERRIMACK COUNTY,MERRIMACK
4115,NH,MIDDLESEX,MIDDLESEX
4116,NH,PENOBSCOT COUNTY,PENOBSCOT
4117,NH,ROCKINGHAM,ROCKINGHAM
4118,NH,ROCKINGHAM COUNTY,ROCKINGHAM
4119,NH,STRAFFORD,STRAFFORD
4120,NH,STRAFFORD COUNTY,STRAFFORD
4121,NH,SULLIVAN,SULLIVAN
4122,NH,SULLIVAN COUNTY,SULLIVAN
4123,NJ,ATLANTIC,ATLANTIC
4124,NJ,ATLANTIC COUNTY,ATLANTIC
4125,NJ,BERGEN,BERGEN
4126,NJ,BERGEN COUNTY,BERGEN
4127,NJ,BRONX,BRONX
4128,NJ,BURLINGTON,BURLINGTON
4129,NJ,BURLINGTON COUNTY,BURLINGTON
4130,NJ,CAMDEN,CAMDEN
4131,NJ,CAMDEN COUNTY,CAMDEN
4132,NJ,CAPE MAY,CAPE MAY
4133,NJ,CAPE MAY COUNTY,CAPE MAY
4134,NJ,CHEMUNG,CHEMUNG
4135,NJ,CUMBERLAND,CUMBERLAND
4136,NJ,CUMBERLAND COUNTY,CUMBERLAND
4137,NJ,ESSEX,ESSEX
4138,NJ,ESSEX COUNTY,ESSEX
4139,NJ,GLOUCESTER,GLOUCESTER
4140,NJ,GLOUCESTER COUNTY,GLOUCESTER
4141,NJ,HUDSON,HUDSON
4142,NJ,HUDSON COUNTY,HUDSON
4143,NJ,HUNTERDON,HUNTERDON
4144,NJ,HUNTERDON COUNTY,HUNTERDON
4145,NJ,KINGS,KINGS
4146,NJ,MERCER,MERCER
4147,NJ,MERCER COUNTY,MERCER
4148,NJ,MIDDLESEX,MIDDLESEX
4149,NJ,MIDDLESEX COUNTY,MIDDLESEX
4150,NJ,MIDDLESSEX,MIDDLESSEX
4151,NJ,MONMOUTH,MONMOUTH
